"level,""en"",""ja"",""ex"",""sEn"",""sJa"""
"900,""Atrocious"",""極悪な、ひどい"",""質が非常に悪い、または残酷で不快なこと。"",""The weather today is absolutely atrocious."",""今日の天気は本当にひどいものです。"""
"900,""Augment"",""増加させる、増強する"",""すでにあるものに加えて、さらに大きくすること。"",""He took a second job to augment his income."",""彼は収入を増やすために副業を始めました。"""
"900,""Austere"",""厳しい、簡素な"",""贅沢を排した禁欲的な、あるいは非常に厳格な様子。"",""The monks lived an austere life in the mountains."",""修道士たちは山の中で簡素な生活を送っていました。"""
"900,""Avert"",""避ける、そらす"",""視線をそらしたり、危機を未然に防いだりすること。"",""Talks are held to avert a potential strike."",""ストライキを回避するための話し合いが行われています。"""
"900,""Belligerent"",""好戦的な、攻撃的な"",""すぐに喧嘩を吹っかけるような、敵対的な態度。"",""The customer became belligerent when his request was denied."",""要求が断られると、その客は攻撃的になりました。"""
"900,""Benevolent"",""慈悲深い、親切な"",""他人の幸福を願い、善意を持って接する様子。"",""The project was funded by a benevolent billionaire."",""そのプロジェクトは慈悲深い億万長者によって資金提供されました。"""
"900,""Bolster"",""強化する、支持する"",""自信や数字、構造などを支えて強めること。"",""The new data helped bolster the team's argument."",""新しいデータがチームの主張を強化するのに役立ちました。"""
"900,""Candid"",""率直な、ありのままの"",""隠し事をせず、正直に意見を述べる様子。"",""To be candid, I don't think this plan will work."",""率直に言って、この計画がうまくいくとは思いません。"""
"900,""Captivate"",""魅了する"",""心を引きつけ、夢中にさせること。"",""Her performance captivated the entire audience."",""彼女のパフォーマンスは観客全体を魅了しました。"""
"900,""Clandestine"",""秘密の、内密の"",""特に不法な目的でこっそり行われること。"",""They held a clandestine meeting to discuss the takeover."",""彼らは買収を話し合うために秘密の会議を開きました。"""
"900,""Coerce"",""強要する"",""脅しや力を使って無理やり何かをさせること。"",""The witness was coerced into giving a false statement."",""証人は虚偽の証言をするよう強要されました。"""
"900,""Cognizant"",""認識している"",""事実や状況をしっかり把握し、知っていること。"",""We must be cognizant of the potential risks."",""私たちは潜在的なリスクを認識していなければなりません。"""
"900,""Collaboration"",""共同作業、協力"",""複数の人や組織が目的のために共に働くこと。"",""The project was a successful collaboration between two firms."",""そのプロジェクトは2社間の成功した共同作業でした。"""
"900,""Complacent"",""自己満足の"",""現状に満足し、改善や努力を怠る様子。"",""We cannot afford to be complacent about our market share."",""市場シェアについて自己満足している余裕はありません。"""
"900,""Compliance"",""遵守、適合"",""法令や規則に従うこと。"",""The company is in full compliance with environmental laws."",""その会社は環境法を完全に遵守しています。"""
"900,""Concede"",""認める、譲歩する"",""しぶしぶ事実を認めたり、権利を譲ったりすること。"",""The candidate finally conceded defeat."",""その候補者はついに敗北を認めました。"""
"900,""Conciliatory"",""和解の、なだめるような"",""敵対関係を終わらせようとする友好的な態度。"",""The CEO made a conciliatory gesture to the union."",""CEOは組合に対して和解の姿勢を示しました。"""
"900,""Condone"",""容認する、大目に見る"",""間違った行動を咎めずに許すこと。"",""The school does not condone bullying in any form."",""学校はいかなる形のいじめも容認しません。"""
"900,""Connoisseur"",""鑑定家、玄人"",""芸術や食べ物などの価値を正しく判断できる専門家。"",""He is a connoisseur of fine French wines."",""彼は高級フランスワインの鑑定家です。"""
"900,""Consecutive"",""連続した"",""中断することなく順番に続く様子。"",""The team won five consecutive matches."",""チームは5試合連続で勝利しました。"""
"900,""Consensus"",""合意、意見の一致"",""グループ全体の意見がまとまること。"",""We have reached a consensus on the new strategy."",""新しい戦略について合意に達しました。"""
"900,""Conspicuous"",""顕著な、目立つ"",""他と違って非常にはっきり見える様子。"",""The company's logo was conspicuous on the billboard."",""その会社のロゴは看板の上で非常に目立っていました。"""
"900,""Contemplate"",""熟考する、じっくり考える"",""将来や決断について時間をかけて深く考えること。"",""I am contemplating a career change next year."",""来年、転職することをじっくり考えています。"""
"900,""Contentious"",""論争を招く、異論の多い"",""意見が激しく対立しやすいデリケートな問題。"",""Abortion remains a highly contentious issue."",""中絶は依然として非常に論争を招く問題です。"""
"900,""Contingent"",""〜次第の、不測の"",""ある条件が満たされるかどうかにかかっていること。"",""Our travel plans are contingent on the weather."",""私たちの旅行計画は天気次第です。"""
"900,""Conviction"",""強い信念、有罪判決"",""固く信じていること、または裁判での有罪決定。"",""She has a deep conviction that honesty is always best."",""彼女は、正直さが常に最善であるという強い信念を持っています。"""
"900,""Corroborate"",""裏付ける、確証する"",""証拠などを提供して、話の正しさを補強すること。"",""Witnesses were called to corroborate her story."",""彼女の話を裏付けるために目撃者が呼ばれました。"""
"900,""Criterion"",""基準、尺度"",""判断や評価をする際の物差し（単数形）。"",""Cost is the main criterion for choosing a vendor."",""業者を選ぶ際の主な基準はコストです。"""
"900,""Culminate"",""最高潮に達する、終わる"",""一連の流れが最後に最高の状態や結果になること。"",""The festival will culminate in a grand fireworks display."",""祭りは壮大な花火大会で最高潮を迎えます。"""
"900,""Curb"",""抑制する"",""勢いが増しているものを抑える、または制限すること。"",""New measures were taken to curb inflation."",""インフレを抑制するために新しい対策が講じられました。"""
"900,""Cursory"",""大まかな、ぞんざいな"",""細部を見ずに、素早く表面だけをチェックする様子。"",""He gave the report a cursory glance before the meeting."",""彼は会議の前にレポートをざっと一読しました。"""
"900,""Debilitate"",""衰弱させる、弱体化させる"",""力や健康を奪い、活動できなくさせること。"",""The economy was debilitated by years of civil war."",""経済は長年の内戦によって弱体化しました。"""
"900,""Decipher"",""解読する"",""暗号や読みにくい文字、複雑な意味を読み解くこと。"",""It is hard to decipher his messy handwriting."",""彼の汚い筆跡を解読するのは困難です。"""
"900,""Deference"",""敬意、尊重"",""相手の立場を尊重し、意見に従う態度。"",""The youth spoke with great deference to the elders."",""若者は年長者に対して深い敬意を持って話しました。"""
"900,""Deficit"",""赤字、不足額"",""収入より支出が多い状態、または足りない量。"",""The trade deficit reached a record high last month."",""先月、貿易赤字が過去最高に達しました。"""
"900,""Definitive"",""決定的な、完成された"",""最終的な判断として、これ以上修正の必要がないもの。"",""This is the definitive biography of Albert Einstein."",""これがアインシュタインに関する決定的な伝記です。"""
"900,""Delegation"",""代表団、委任"",""選ばれた代表のグループ、または権限を任せること。"",""A delegation of experts was sent to the conference."",""専門家の代表団が会議に派遣されました。"""
"900,""Deliberate"",""意図的な、慎重な"",""わざとやること、あるいは時間をかけて熟考すること。"",""It was a deliberate attempt to mislead the public."",""それは大衆を誤導するための意図的な企てでした。"""
"900,""Delineate"",""詳しく説明する、線で描く"",""境界線を引くことや、計画などを正確に記述すること。"",""The report clearly delineates the steps of the project."",""その報告書はプロジェクトの工程を詳しく説明しています。"""
"900,""Demising"",""終焉、消滅"",""活動の停止や、制度などがなくなること。"",""The demising of the traditional industry was inevitable."",""伝統産業の終焉は避けられませんでした。"""
"900,""Demur"",""異議を唱える"",""提案や要求に対して、反対や難色を示すこと。"",""The committee demurred at the proposed budget increase."",""委員会は提案された予算増額に異議を唱えました。"""
"900,""Depict"",""描写する"",""言葉や絵で、ある状況や人物を表現すること。"",""The documentary depicts the lives of local workers."",""そのドキュメンタリーは地元の労働者の生活を描写しています。"""
"900,""Deploy"",""配備する、活用する"",""人員や資源を効果的に配置・利用すること。"",""The company decided to deploy a new security system."",""会社は新しいセキュリティシステムの導入を決定しました。"""
"900,""Depreciate"",""価値を下げる、軽んじる"",""時間が経つにつれて資産価値が低下すること。"",""The value of the car will depreciate over time."",""車の価値は時間の経過とともに低下します。"""
"900,""Derive"",""由来する、引き出す"",""ある源から利益や楽しみ、起源を得ること。"",""He derives great satisfaction from helping others."",""彼は他人を助けることに大きな満足感を得ています。"""
"900,""Designate"",""指定する、指名する"",""特定の目的や役職に選ぶこと。"",""This area has been designated as a non-smoking zone."",""このエリアは禁煙区域に指定されています。"""
"900,""Detached"",""客観的な、切り離された"",""感情に流されず、公平で一歩引いた視点のこと。"",""The judge maintained a detached attitude during the trial."",""裁判官は公判中、客観的な態度を保ちました。"""
"900,""Deteriorate"",""悪化する"",""状態や質が徐々に悪くなること。"",""The weather conditions began to deteriorate quickly."",""気象条件が急速に悪化し始めました。"""
"900,""Detriment"",""損害、不利益"",""何かによって受けるマイナスの影響やダメージ。"",""Too much stress is a detriment to your health."",""過度のストレスは健康に害を及ぼします。"""
"900,""Devastate"",""壊滅させる"",""物理的に破壊したり、精神的に打ちのめしたりすること。"",""The flood devastated the entire village."",""洪水が村全体を壊滅させました。"""
"900,""Deviate"",""逸脱する"",""通常の進路や、決められた基準から外れること。"",""We must not deviate from the original plan."",""当初の計画から逸脱してはいけません。"""
"900,""Devise"",""考案する"",""新しい仕組みや計画を考え出すこと。"",""We need to devise a new marketing strategy."",""新しいマーケティング戦略を考案する必要があります。"""
"900,""Didactic"",""教訓的な、説教じみた"",""他人に教えようとする、あるいは道徳的なこと。"",""The novel has a didactic tone about honesty."",""その小説は正直さについて教訓的なトーンを持っています。"""
"900,""Diffident"",""自信のない、控えめな"",""自分の能力に自信がなく、臆病な様子。"",""She was diffident about speaking in public."",""彼女は人前で話すことに自信が持てませんでした。"""
"900,""Diligent"",""勤勉な"",""一生懸命に、細部まで手を抜かずに働くこと。"",""The student is very diligent in her studies."",""その生徒は非常に勤勉に勉強しています。"""
"900,""Diminish"",""減少する"",""価値や量、重要性が小さくなること。"",""The team's enthusiasm began to diminish."",""チームの熱意が薄れ始めました。"""
"900,""Discard"",""廃棄する"",""不要になったものを捨てること。"",""Please discard all outdated documents."",""古い書類はすべて廃棄してください。"""
"900,""Discerning"",""洞察力のある、目が肥えた"",""良いものと悪いものを見分ける力があること。"",""The restaurant caters to discerning diners."",""そのレストランは目の肥えた客をターゲットにしています。"""
"900,""Disclose"",""公開する、暴露する"",""秘密にされていた情報を公にすること。"",""The company refused to disclose its earnings."",""会社は収益の公開を拒否しました。"""
"900,""Discrepancy"",""不一致、相違"",""あるべき姿と実際のデータの間の食い違い。"",""There is a discrepancy between the two reports."",""2つの報告書の間には相違があります。"""
"900,""Discreet"",""慎重な、控えめな"",""他人に知られないように配慮深く行動すること。"",""The meeting was held in a discreet location."",""会議は目立たない場所で行われました。"""
"900,""Discretion"",""裁量、思慮分別"",""自分の判断で決めて良い権利、または慎重さ。"",""The use of the funds is at your discretion."",""資金の使用はあなたの裁量に任されています。"""
"900,""Disdain"",""軽蔑、拒絶"",""価値がないと見なして見下すこと。"",""He treated the suggestion with total disdain."",""彼はその提案を完全に軽蔑して扱いました。"""
"900,""Disillusion"",""幻滅させる"",""現実を知って、期待や夢を壊すこと。"",""Many voters are disillusioned with the government."",""多くの有権者が政府に幻滅しています。"""
"900,""Disinterested"",""公平な、無関心な"",""私心のない、中立的な立場の（無関心とは異なる）。"",""We need a disinterested third party to judge."",""判断を下すには、公平な第三者が必要です。"""
"900,""Disparity"",""格差、不均衡"",""賃金や待遇などの大きな不平等・違い。"",""There is a huge income disparity in the city."",""その都市には大きな所得格差があります。"""
"900,""Dispel"",""追い払う"",""不安や疑念を晴らして取り除くこと。"",""The CEO's speech helped dispel the rumors."",""CEOのスピーチは噂を払拭するのに役立ちました。"""
"900,""Dispensable"",""なくても済む、重要でない"",""絶対に必要というわけではないこと。"",""In this modern era, typewriters are dispensable."",""現代において、タイプライターはなくても済むものです。"""
"900,""Disperse"",""散らす、分散する"",""群衆が解散したり、煙が散ったりすること。"",""The police ordered the crowd to disperse."",""警察は群衆に解散を命じました。"""
"900,""Displace"",""取って代わる、追放する"",""古いものをどかして、新しいものがその位置に入ること。"",""Coal is being displaced by renewable energy."",""石炭は再生可能エネルギーに取って代わられています。"""
"900,""Dispose"",""処分する"",""ゴミを捨てたり、問題を片付けたりすること（ofと共に）。"",""How should we dispose of the hazardous waste?"",""有害廃棄物はどのように処分すべきですか？"""
"900,""Dispute"",""紛争、議論する"",""激しい反対や言い争い、利害の対立。"",""The two countries are in a border dispute."",""その2カ国は国境紛争の最中にあります。"""
"900,""Disregard"",""無視する、軽視する"",""警告や指示を気に留めず、無視すること。"",""Please disregard the previous message."",""前のメッセージは無視してください。"""
"900,""Disrupt"",""中断させる、混乱させる"",""正常な進行を妨げて、めちゃくちゃにすること。"",""The strike disrupted the train service."",""ストライキが列車の運行を混乱させました。"""
"900,""Disseminate"",""普及させる"",""情報や知識を広く行き渡らせること。"",""One goal is to disseminate scientific knowledge."",""目標の一つは科学的知識を普及させることです。"""
"900,""Dissent"",""異議、反対意見"",""多数派や公式な意見に対する反対。"",""Voices of dissent were heard during the meeting."",""会議中、反対の意見が聞かれました。"""
"900,""Dissipate"",""散らす、浪費する"",""霧が晴れるように消える、または資源を無駄に使うこと。"",""The fog began to dissipate in the sun."",""太陽の下で霧が消散し始めました。"""
"900,""Dissonance"",""不協和音、不一致"",""音の不協和や、意見・行動の矛盾。"",""Cognitive dissonance occurs when beliefs conflict."",""信念が矛盾すると認知的不協和が起こります。"""
"900,""Distillation"",""蒸留、精髄"",""不純物を取り除くことや、情報の要約。"",""The book is a distillation of years of research."",""その本は長年の研究のエッセンスを凝縮したものです。"""
"900,""Distinctive"",""独特の"",""他とはっきり区別できる特徴があること。"",""The brand has a distinctive logo."",""そのブランドには独特のロゴがあります。"""
"900,""Distort"",""歪める"",""事実をねじ曲げたり、音や形を歪ませること。"",""The media distorted the politician's words."",""メディアはその政治家の言葉を歪めました。"""
"900,""Diverge"",""分かれる、分岐する"",""一つの道が二つに分かれたり、意見が食い違うこと。"",""The two roads diverge at the bridge."",""その二つの道は橋のところで分岐しています。"""
"900,""Diversified"",""多様化した"",""リスク分散などのために多方面に手を広げること。"",""We have a diversified investment portfolio."",""私たちは多様化した投資ポートフォリオを持っています。"""
"900,""Divest"",""剥ぎ取る、売却する"",""権力を奪ったり、投資を引き揚げたりすること。"",""The company decided to divest its chemical unit."",""会社は化学部門の売却を決定しました。"""
"900,""Dividend"",""配当"",""株主に対して分配される利益。"",""The company pays a generous annual dividend."",""その会社は手厚い年間配当を支払っています。"""
"900,""Docile"",""素直な、従順な"",""おとなしく、教えたり扱ったりしやすい様子。"",""The horse was surprisingly docile."",""その馬は驚くほどおとなしかったです。"""
"900,""Documentary"",""記録の、実録の"",""事実を記録した映画や、文書による証拠。"",""We need documentary proof of your age."",""年齢を証明する文書による証拠が必要です。"""
"900,""Dogmatic"",""独断的な"",""自分の意見を絶対だと信じて他人に押し付けること。"",""His dogmatic approach made cooperation difficult."",""彼の独断的なやり方のせいで協力が困難でした。"""
"900,""Equivocal"",""曖昧な、はっきりしない"",""意図的に複数の解釈ができるようにして、真実をぼかす様子。"",""The politician gave an equivocal answer to the question."",""その政治家は質問に対して曖昧な回答をした。"""
"900,""Exacerbate"",""悪化させる"",""すでに悪い状態や病気を、さらにひどくすること。"",""Her comments only served to exacerbate the situation."",""彼女のコメントは状況を悪化させただけだった。"""
"900,""Exemplary"",""模範的な、立派な"",""他人が見習うべきほど、質や行いが優れていること。"",""The company is known for its exemplary safety record."",""その会社は模範的な安全記録で知られている。"""
"900,""Exonerate"",""無罪とする、免除する"",""疑いや非難から人を解放し、無実であることを証明すること。"",""New DNA evidence helped exonerate the prisoner."",""新しいDNA証拠がその囚人の無実を証明する助けとなった。"""
"900,""Expedient"",""都合の良い、利便的な"",""必ずしも正しくはないが、目的達成のために手っ取り早い方法。"",""The government chose a politically expedient solution."",""政府は政治的に都合の良い解決策を選んだ。"""
"900,""Explicit"",""明白な、明確な"",""曖昧さがなく、詳細まではっきり示されていること。"",""I gave you explicit instructions on how to do it."",""私はそのやり方について明確な指示を与えました。"""
"900,""Fathom"",""理解する、測る"",""不可解なことの理由を深く突き止めて理解すること。"",""I cannot fathom why she decided to leave."",""彼女がなぜ去る決心をしたのか、私には理解できない。"""
"900,""Fickle"",""変わりやすい、気まぐれな"",""興味や忠誠心がすぐに移り変わる様子。"",""Consumer tastes can be notoriously fickle."",""消費者の好みは気まぐれなことで知られている。"""
"900,""Fortuitous"",""偶然の、幸運な"",""意図せず偶然に起こり、それが良い結果をもたらすこと。"",""The timing of the meeting was fortuitous for us."",""会議のタイミングは我々にとって幸運だった。"""
"900,""Frivolous"",""軽薄な、些細な"",""真面目さに欠け、重要でないことに時間や労力を使う様子。"",""The judge dismissed the case as a frivolous lawsuit."",""裁判官はその訴訟を、些細で不当なものとして却下した。"""
"900,""Futile"",""無益な、無駄な"",""どれだけ努力しても、成功する見込みが全くないこと。"",""It is futile to argue with him when he's angry."",""彼が怒っている時に議論しても無駄だ。"""
"900,""Gregarious"",""社交的な、群れる"",""他人と一緒にいることを好み、社交性が高い様子。"",""He is a gregarious person who enjoys parties."",""彼はパーティーを楽しむ社交的な人物だ。"""
"900,""Immutable"",""不変の、変わらない"",""時間の経過や状況の変化に左右されず、決して変わらないこと。"",""The laws of physics are considered immutable."",""物理法則は不変であると考えられている。"""
"900,""Impeccable"",""非の打ち所がない"",""欠点や間違いが全くなく、完璧な状態。"",""Her English is impeccable after living in London."",""ロンドンに住んだ後、彼女の英語は完璧だ。"""
"900,""Impede"",""妨げる、遅らせる"",""進行や活動を物理的、あるいは抽象的に邪魔すること。"",""Heavy snow impeded the delivery of goods."",""大雪が商品の配送を妨げた。"""
"900,""Implicit"",""暗黙の、含まれた"",""直接言葉には出さないが、内容に含まれていること。"",""There was an implicit agreement between the two firms."",""その2社の間には暗黙の合意があった。"""
"900,""Incisive"",""鋭い、明快な"",""問題の核心を突くような、非常に鋭い分析や思考。"",""The analyst gave an incisive report on the economy."",""アナリストは経済に関する鋭い報告を行った。"""
"900,""Incongruous"",""不調和な、不釣り合いな"",""その場の雰囲気や周囲のものと一致せず、違和感があること。"",""A modern building looked incongruous in the old town."",""古い街並みの中で近代的な建物は不釣り合いに見えた。"""
"900,""Indignant"",""憤慨した"",""不正な扱いや不公平なことに対して怒りを感じている様子。"",""The workers were indignant at the pay cut."",""労働者たちは給与削減に憤慨していた。"""
"900,""Ingenuous"",""純真な、素朴な"",""疑うことを知らず、正直で飾り気がない様子。"",""Her ingenuous nature made her easy to trust."",""彼女の純真な性格は、信頼を得やすいものだった。"""
"900,""Inherent"",""固有の、本来備わっている"",""物事の本質の一部として、最初から備わっている性質。"",""Risk is inherent in any business investment."",""いかなるビジネス投資にも、リスクは付き物だ。"""
"900,""Innate"",""生まれつきの"",""教育や経験ではなく、誕生した時から持っている能力や性質。"",""He has an innate talent for music."",""彼には生まれつきの音楽の才能がある。"""
"900,""Innocuous"",""無害な、退屈な"",""害を与えることがなく、毒気のない様子。"",""The question seemed innocuous, but it was a trap."",""その質問は無害に見えたが、罠だった。"""
"900,""Insidious"",""潜行性の、狡猾な"",""気づかないうちにじわじわと広がり、害を及ぼす様子。"",""The insidious disease spread without symptoms."",""その狡猾な病気は症状なしに広がった。"""
"900,""Intangible"",""実体のない、触れられない"",""形がなく、手で触れることも正確に測ることもできない価値。"",""Goodwill is an intangible asset for a company."",""のれん代（営業権）は企業にとって無形資産である。"""
"900,""Intrepid"",""勇敢な、恐れを知らない"",""非常に危険な状況でも、全く怯むことがない様子。"",""The intrepid reporter traveled to the war zone."",""その勇敢な記者は紛争地帯へ向かった。"""
"900,""Inundate"",""殺到する、水浸しにする"",""処理しきれないほど大量の物や情報が押し寄せること。"",""The office was inundated with complaints."",""事務所には苦情が殺到した。"""
"900,""Invincible"",""無敵の、征服できない"",""非常に強力で、誰も打ち負かすことができないこと。"",""The team felt invincible after ten straight wins."",""10連勝の後、チームは無敵だと感じていた。"""
"900,""Jaded"",""疲れ切った、飽き飽きした"",""過度の経験や使いすぎにより、興味や情熱を失った状態。"",""He became jaded after years of corporate politics."",""長年の社内政治の後、彼は疲れ果てていた。"""
"900,""Lament"",""嘆く、惜しむ"",""不幸な出来事や、失われたものに対して深く悲しむこと。"",""Many lamented the closing of the historic theater."",""多くの人々がその歴史的な劇場の閉鎖を嘆いた。"""
"900,""Lethargic"",""無気力な、だるい"",""エネルギーがなく、何をするにもやる気が起きない状態。"",""The hot weather made everyone feel lethargic."",""暑さのせいで誰もが無気力に感じていた。"""
"900,""Loquacious"",""お喋りな、多弁な"",""非常に多くを語り、喋り続ける傾向がある様子。"",""The loquacious taxi driver talked the entire way."",""お喋りなタクシー運転手は、道中ずっと話し続けた。"""
"900,""Lucid"",""明快な、頭が冴えた"",""説明が分かりやすく、あるいは意識がはっきりしていること。"",""He gave a lucid explanation of the complex plan."",""彼はその複雑な計画を明快に説明した。"""
"900,""Magnanimous"",""寛大な、心の広い"",""特に敵や競争相手に対して、恨みを持たず寛大に振る舞うこと。"",""She was magnanimous in victory and thanked her rival."",""彼女は勝利しても寛大で、ライバルに感謝を述べた。"""
"900,""Malleable"",""柔軟な、影響を受けやすい"",""形を変えやすく、あるいは他人の意見で簡単に変えられること。"",""Young children's minds are very malleable."",""幼い子供の心は非常に柔軟（影響を受けやすい）だ。"""
"900,""Mar"",""損なう、傷つける"",""表面を傷つけたり、台無しにしたりして価値を下げること。"",""The scandal marred the politician's reputation."",""スキャンダルはその政治家の評判を傷つけた。"""
"900,""Maverick"",""独自路線の、一匹狼"",""集団のルールに従わず、独自に考え行動する人物。"",""He is a maverick who challenges industry norms."",""彼は業界の規範に挑戦する独自路線の人物だ。"""
"900,""Mundane"",""ありふれた、日常的な"",""刺激がなく、ごく普通の退屈な日常のこと。"",""I'm tired of the mundane tasks of housework."",""家事という日常のありふれた仕事には飽きている。"""
"900,""Nefarious"",""邪悪な、非道な"",""極めて道徳に反し、悪い目的を持っている様子。"",""The hacker had nefarious intentions."",""そのハッカーは邪悪な意図を持っていた。"""
"900,""Negligible"",""無視できる、ごく僅かな"",""非常に小さいため、考慮に入れる必要がないこと。"",""The difference in cost is negligible."",""費用の差は無視できるほど小さい。"""
"900,""Nonchalant"",""平然とした、無関心な"",""大事な場面でも緊張せず、落ち着きすぎている様子。"",""He was nonchalant about winning the grand prize."",""彼は大賞を受賞したことについて平然としていた。"""
"900,""Obliterate"",""消し去る、全滅させる"",""存在の痕跡が残らないほど、完全に破壊すること。"",""The memory of the event was obliterated over time."",""その出来事の記憶は時とともに消し去られた。"""
"900,""Obstinate"",""頑固な、手に負えない"",""他人の意見を聞き入れず、自分の考えを曲げない様子。"",""The obstinate child refused to eat his vegetables."",""その頑固な子供は野菜を食べるのを拒んだ。"""
"900,""Ominous"",""不吉な、不穏な"",""将来、悪いことが起こりそうな予感を感じさせる様子。"",""The dark clouds were an ominous sign of a storm."",""黒い雲は嵐の不吉な前兆だった。"""
"900,""Opaque"",""不透明な、分かりにくい"",""光を通さない、あるいは意味が難解で理解できないこと。"",""The logic behind the decision remains opaque."",""その決定の背後にある論理は依然として不透明だ。"""
"900,""Ostentatious"",""見せびらかしの、派手な"",""富や知識をひけらかし、他人の注目を引こうとする様子。"",""They live in an ostentatious house on the hill."",""彼らは丘の上の派手で見せびらかしの家に住んでいる。"""
"900,""Paramount"",""最高の、主要な"",""他の何よりも優先されるべき、最も重要なこと。"",""The safety of the passengers is of paramount importance."",""乗客の安全は最高の重要事項である。"""
"900,""Pensive"",""物思いに沈んだ"",""静かに、そして少し悲しげに何かを深く考えている様子。"",""She looked pensive as she stared out the window."",""窓の外を眺める彼女は、物思いに沈んでいるように見えた。"""
"900,""Perfunctory"",""おざなりの、形式的な"",""熱意がなく、ただ義務として表面だけなぞる様子。"",""He gave a perfunctory nod as he passed by."",""彼は通り過ぎる時に、おざなりな会釈をした。"""
"900,""Peripheral"",""周辺の、重要でない"",""物事の中心ではなく、端の方にある些細なこと。"",""Let's not get distracted by peripheral issues."",""周辺的な（重要でない）問題に気を取られないようにしよう。"""
"900,""Philanthropy"",""慈善活動、博愛"",""社会貢献や寄付などの慈善的な活動。"",""His philanthropy helped build several hospitals."",""彼の慈善活動により、いくつかの病院が建設されました。"""
"900,""Pertinent"",""関連する、適切な"",""特定の事項に直接関連しており、重要なこと。"",""Please provide any pertinent information regarding the case."",""その件に関する関連情報をすべて提供してください。"""
"900,""Pervasive"",""蔓延している、普及した"",""至る所に広まっている状態。"",""Corruption is pervasive in the local government."",""地方政府には汚職が蔓延しています。"""
"900,""Pinnacle"",""頂点、絶頂"",""キャリアや成功の最も高い地点。"",""Winning the award was the pinnacle of her career."",""その賞を受賞したことは、彼女のキャリアの頂点でした。"""
"900,""Placate"",""なだめる、和らげる"",""怒っている人をなだめて静めること。"",""The company tried to placate the angry customers."",""会社は怒った顧客をなだめようとしました。"""
"900,""Plethora"",""過多、多すぎる"",""必要以上の非常に多くの量。"",""There is a plethora of information on the internet."",""インターネット上には過剰なほどの情報があふれています。"""
"900,""Polarize"",""二極化させる、対立させる"",""意見を2つの対立するグループに分けること。"",""The new law has polarized the public."",""新しい法律は国民の意見を二分しました。"""
"900,""Postulate"",""仮定する、前提とする"",""議論の基礎として、ある事実を真実と仮定すること。"",""The theory postulates that life exists on other planets."",""その理論は、他の惑星にも生命が存在すると仮定しています。"""
"900,""Pragmatic"",""実用的な、現実的な"",""理想よりも現実的な結果を重視する様子。"",""We need to take a pragmatic approach to the problem."",""その問題に対して、現実的なアプローチをとる必要があります。"""
"900,""Precarious"",""不安定な、危うい"",""確実性がなく、危険な状態にあること。"",""The country is in a precarious financial position."",""その国は不安定な財政状況にあります。"""
"900,""Precedent"",""前例、先例"",""将来の判断基準となる過去の出来事。"",""This decision sets a precedent for future cases."",""この決定は将来の事例の前例となります。"""
"900,""Preclude"",""排除する、妨げる"",""あることが起こるのを不可能にすること。"",""The contract precludes him from working for a rival."",""契約により、彼は競合他社で働くことが禁じられています。"""
"900,""Precursor"",""先駆者、前兆"",""後に続くものの前に現れるもの。"",""High inflation is often a precursor to a recession."",""高いインフレはしばしば景気後退の前兆となります。"""
"900,""Predicament"",""苦境、窮地"",""逃げ出すのが難しい、困った状況。"",""The company is in a serious financial predicament."",""会社は深刻な財政的窮地に立たされています。"""
"900,""Predominant"",""支配的な、優勢な"",""他よりも影響力が強く、目立っていること。"",""The predominant color in the room is blue."",""その部屋で最も目立つ（支配的な）色は青です。"""
"900,""Preeminent"",""卓越した、傑出した"",""他を圧倒して優れている様子。"",""He is the preeminent scientist in his field."",""彼はその分野で最も優れた科学者です。"""
"900,""Premeditated"",""計画的な、前もって練られた"",""突発的ではなく、事前によく考えられた行動。"",""It was a premeditated attack on the company's server."",""それは会社のサーバーに対する計画的な攻撃でした。"""
"900,""Presumptuous"",""厚かましい、おこがましい"",""自信過剰で失礼な態度をとること。"",""It would be presumptuous of me to give you advice."",""私から助言をするのはおこがましいことでしょう。"""
"900,""Pristine"",""汚れのない、初期の"",""新しくて非常に綺麗な、または手つかずの状態。"",""The car is still in pristine condition."",""その車はまだ新品同様の綺麗な状態です。"""
"900,""Proactive"",""先を見越した、積極的な"",""問題が起こる前に行動を起こす様子。"",""Managers should be proactive in solving problems."",""マネージャーは問題解決に積極的に取り組むべきです。"""
"900,""Procrastinate"",""先延ばしにする"",""やるべきことを後回しにして時間を稼ぐこと。"",""Stop procrastinating and finish your work."",""先延ばしにするのをやめて、仕事を終わらせなさい。"""
"900,""Prodigious"",""驚異的な、莫大な"",""量、大きさ、程度が非常に大きいこと。"",""He has a prodigious memory for names."",""彼は名前を覚える驚異的な記憶力を持っています。"""
"900,""Proficient"",""熟達した、堪能な"",""技能や知識が非常に高いレベルにあること。"",""She is proficient in three languages."",""彼女は3カ国語に堪能です。"""
"900,""Profound"",""深い、深遠な"",""知識や影響、感情が非常に深いこと。"",""His words had a profound effect on me."",""彼の言葉は私に深い影響を与えました。"""
"900,""Proliferation"",""急増、拡散"",""数や量が急速に増えること。"",""The proliferation of smartphones changed society."",""スマートフォンの急増が社会を変えました。"""
"900,""Promptly"",""即座に、時間通りに"",""遅れることなくすぐに行動すること。"",""Please reply promptly to this invitation."",""この招待状に即座に返信してください。"""
